                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1191,                 3.9747,                 1.2966,                0.49752,                 0.2053,                0.17881,                0.09132,                  1.896,                   2.23,                 1.1926,               0.070357,              0.0032937,              0.0032937
                      1,                 1.8592,                 2.0522,                  1.092,                0.26338,                0.21826,                0.18881,                0.08988,                 1.9647,                 2.4931,                 1.2233,               0.040292,              0.0065614,              0.0065614
                      2,                 1.9081,                 2.5227,                 1.1243,                0.41194,                0.20974,                0.17158,                0.07768,                  2.214,                 2.7997,                 1.3269,                0.01016,              0.0097631,              0.0097631
                      3,                 1.9655,                 2.2108,                 1.1522,                0.63512,                0.06595,                 0.0564,                0.02102,                 2.4965,                 2.7397,                 1.4727,               0.009703,               0.009703,               0.009703
                      4,                 2.1193,                 2.1354,                 1.2047,                0.24491,                0.17428,                0.09233,                0.03091,                 2.4004,                  3.392,                 1.4177,               0.009703,               0.009703,               0.009703
                      5,                 2.0933,                 2.0871,                 1.1917,                0.30771,                0.15726,                 0.1464,                0.05166,                 2.6165,                 2.7241,                 1.5224,               0.009604,               0.009604,               0.009604
                      6,                  2.206,                 2.2793,                 1.2494,                0.24423,                0.17778,                0.11652,                 0.0515,                  2.633,                 3.2158,                 1.5271,               0.009505,               0.009505,               0.009505
                      7,                  2.068,                 1.7926,                 1.1891,                0.38889,                0.20152,                0.15389,                0.05693,                 2.6714,                 2.3877,                 1.5143,               0.009406,               0.009406,               0.009406
                      8,                 2.1366,                  1.776,                 1.2094,                0.41628,                0.21918,                 0.1964,                  0.087,                 2.5396,                 2.2567,                 1.4982,               0.009307,               0.009307,               0.009307
                      9,                 2.1474,                 1.7032,                 1.2014,                0.32713,                0.16301,                0.14631,                0.05949,                 2.7784,                 3.1908,                 1.6626,               0.009208,               0.009208,               0.009208
                     10,                 2.0947,                 1.7162,                 1.1961,                 0.4774,                0.18524,                 0.1637,                0.06779,                 2.4867,                 3.0273,                 1.4867,               0.009109,               0.009109,               0.009109
                     11,                 2.0744,                 1.6331,                 1.2094,                 0.5222,                0.19315,                 0.1743,                 0.0594,                 2.8525,                 2.6672,                 1.5374,                0.00901,                0.00901,                0.00901
                     12,                 2.0878,                 1.6354,                 1.1889,                0.54735,                0.27443,                0.23521,                0.08745,                 2.4228,                 2.2006,                 1.3993,               0.008911,               0.008911,               0.008911
                     13,                 2.0526,                 1.5429,                  1.163,                0.33217,                0.21339,                0.15269,                0.07178,                 2.4453,                 2.3599,                 1.4745,               0.008812,               0.008812,               0.008812
                     14,                 2.0514,                 1.5635,                 1.1375,                0.53508,                0.23988,                0.20325,                0.08277,                 2.3226,                 2.1784,                 1.4214,               0.008713,               0.008713,               0.008713
                     15,                 2.0924,                 1.5461,                 1.1893,                0.41132,                0.23318,                0.19157,                0.07944,                 2.4735,                 2.2368,                 1.4443,               0.008614,               0.008614,               0.008614
                     16,                 2.0437,                 1.4641,                  1.172,                0.56833,                0.24825,                0.24142,                0.10616,                 2.2667,                 1.9313,                 1.4432,               0.008515,               0.008515,               0.008515
                     17,                 2.0013,                 1.4778,                 1.1882,                0.59788,                0.25168,                0.26944,                0.12053,                 2.2847,                 1.8856,                 1.4097,               0.008416,               0.008416,               0.008416
                     18,                 1.9747,                 1.4207,                 1.1627,                0.48872,                 0.2471,                 0.1991,                0.07693,                 2.4103,                 2.1994,                 1.4495,               0.008317,               0.008317,               0.008317
                     19,                 1.9461,                   1.41,                 1.1216,                0.55119,                0.25784,                0.25882,                0.09753,                 2.2806,                 1.8254,                 1.3688,               0.008218,               0.008218,               0.008218
                     20,                 1.9537,                 1.3247,                 1.1287,                0.49206,                0.28691,                0.25391,                0.11006,                 2.3887,                 1.8356,                 1.4869,               0.008119,               0.008119,               0.008119
                     21,                 1.9211,                 1.3032,                 1.1216,                 0.6533,                0.21537,                0.23027,                0.07009,                 2.3641,                 1.9227,                 1.4056,                0.00802,                0.00802,                0.00802
                     22,                 1.9824,                   1.35,                 1.1705,                0.57414,                0.27662,                0.27012,                0.10899,                  2.388,                 1.8418,                 1.3947,               0.007921,               0.007921,               0.007921
                     23,                 1.8515,                 1.2698,                 1.1127,                  0.588,                0.26484,                 0.2574,                0.12363,                 2.3575,                 1.8728,                 1.4602,               0.007822,               0.007822,               0.007822
                     24,                 1.9047,                 1.2955,                 1.1269,                0.59129,                0.26073,                0.27773,                0.10739,                 2.3181,                 1.8322,                 1.4034,               0.007723,               0.007723,               0.007723
                     25,                 1.8028,                 1.2001,                 1.1203,                0.67271,                0.27854,                0.28363,                0.12452,                  2.246,                 1.6552,                 1.3777,               0.007624,               0.007624,               0.007624
                     26,                 1.8719,                 1.2799,                 1.0872,                0.69417,                0.25236,                 0.2915,                0.12972,                  2.235,                 1.8211,                 1.3427,               0.007525,               0.007525,               0.007525
                     27,                 1.7792,                 1.1791,                 1.0711,                0.60684,                0.28455,                0.28105,                0.13426,                  2.185,                 1.7881,                 1.3759,               0.007426,               0.007426,               0.007426
                     28,                  1.725,                 1.1044,                 1.0807,                0.55134,                0.30472,                0.31041,                0.12854,                 2.2122,                 1.6464,                 1.4072,               0.007327,               0.007327,               0.007327
                     29,                 1.8241,                 1.1927,                 1.0741,                0.59469,                0.32664,                0.29079,                0.12315,                 2.2329,                 1.7116,                 1.3488,               0.007228,               0.007228,               0.007228
                     30,                 1.8237,                 1.1344,                 1.0676,                0.60046,                0.31778,                0.30694,                0.13823,                 2.3001,                   1.71,                 1.4141,               0.007129,               0.007129,               0.007129
                     31,                 1.7894,                 1.1562,                 1.0644,                0.65326,                0.28402,                0.28419,                0.12536,                 2.2161,                 1.7098,                 1.3824,                0.00703,                0.00703,                0.00703
                     32,                 1.7137,                 1.0828,                 1.0584,                0.61572,                0.29102,                0.29828,                0.13924,                 2.2018,                 1.7169,                 1.3507,               0.006931,               0.006931,               0.006931
                     33,                 1.7285,                 1.0907,                 1.0387,                0.55195,                0.29117,                0.30347,                0.12228,                 2.3125,                 1.8955,                 1.3943,               0.006832,               0.006832,               0.006832
                     34,                  1.701,                 1.0586,                 1.0521,                0.57682,                0.33516,                0.31876,                0.13269,                 2.2511,                  1.714,                 1.4051,               0.006733,               0.006733,               0.006733
                     35,                 1.7183,                 1.0766,                 1.0506,                0.60289,                0.27991,                0.29757,                0.12194,                 2.2646,                 1.9183,                 1.3512,               0.006634,               0.006634,               0.006634
                     36,                 1.6175,                 1.0385,                 1.0399,                0.56109,                0.31583,                0.31765,                0.14505,                 2.2406,                 1.8636,                 1.3904,               0.006535,               0.006535,               0.006535
                     37,                  1.665,                 1.0735,                 1.0437,                0.70054,                0.31332,                0.33896,                0.15363,                 2.1342,                 1.6739,                 1.3151,               0.006436,               0.006436,               0.006436
                     38,                 1.6675,                 1.0284,                 1.0461,                0.58339,                0.34368,                0.33179,                0.15232,                   2.15,                  1.682,                  1.339,               0.006337,               0.006337,               0.006337
                     39,                  1.638,                 1.0054,                 1.0139,                0.58251,                 0.3723,                0.34995,                0.15768,                  2.058,                 1.5744,                 1.3233,               0.006238,               0.006238,               0.006238
                     40,                 1.6837,                 1.0284,                  1.044,                0.46459,                0.36954,                0.32311,                0.13824,                 2.1309,                 1.5549,                 1.3957,               0.006139,               0.006139,               0.006139
                     41,                 1.6993,                 1.0377,                 1.0198,                0.59409,                0.33501,                0.34138,                0.16074,                 2.0413,                 1.5861,                 1.3625,                0.00604,                0.00604,                0.00604
                     42,                 1.6729,                 1.0041,                 1.0278,                 0.5965,                0.29787,                0.33082,                0.14528,                 2.0564,                 1.4765,                 1.3319,               0.005941,               0.005941,               0.005941
                     43,                 1.6544,                 1.0288,                 1.0149,                0.63354,                0.33387,                0.37854,                0.15957,                 2.1161,                 1.6007,                 1.3195,               0.005842,               0.005842,               0.005842
                     44,                 1.5802,                0.93523,                 1.0106,                0.66202,                0.33333,                0.37546,                0.16135,                 2.0677,                 1.4298,                 1.3445,               0.005743,               0.005743,               0.005743
                     45,                  1.556,                0.93312,                0.99625,                0.50178,                0.31568,                0.31928,                0.13987,                 2.0399,                 1.5393,                 1.3425,               0.005644,               0.005644,               0.005644
                     46,                 1.5548,                0.93414,                 1.0024,                0.60567,                0.35449,                0.36725,                0.15687,                  2.056,                  1.576,                 1.3268,               0.005545,               0.005545,               0.005545
                     47,                 1.5507,                0.91235,                0.96379,                0.53125,                0.33653,                0.33362,                0.14314,                 2.1274,                 1.5836,                 1.3868,               0.005446,               0.005446,               0.005446
                     48,                 1.4999,                0.89408,                0.99458,                0.48933,                0.35911,                 0.3357,                 0.1414,                 2.1324,                  1.637,                 1.3386,               0.005347,               0.005347,               0.005347
                     49,                 1.5563,                0.92516,                0.99338,                0.53923,                0.37367,                0.37162,                0.16065,                 2.0202,                 1.5713,                 1.2906,               0.005248,               0.005248,               0.005248
                     50,                 1.5347,                0.89011,                0.99229,                0.50711,                0.34749,                0.33652,                0.14889,                 2.1986,                 1.6024,                 1.3602,               0.005149,               0.005149,               0.005149
                     51,                 1.4626,                0.86915,                0.97942,                0.49825,                0.36514,                0.33487,                0.16513,                 2.0432,                  1.558,                 1.3377,                0.00505,                0.00505,                0.00505
                     52,                 1.5045,                 0.8969,                0.98468,                0.45078,                0.38195,                0.33679,                0.15341,                 2.0642,                 1.6958,                 1.3041,               0.004951,               0.004951,               0.004951
                     53,                 1.5187,                0.86518,                0.98752,                0.57443,                0.36062,                0.37213,                0.16822,                 2.0967,                 1.5783,                   1.36,               0.004852,               0.004852,               0.004852
                     54,                 1.5246,                0.85236,                 0.9777,                0.65284,                0.34901,                0.38318,                0.17312,                 2.0494,                  1.495,                 1.3238,               0.004753,               0.004753,               0.004753
                     55,                 1.4765,                0.83489,                0.96364,                0.55828,                0.35633,                0.35782,                0.16515,                 1.9721,                 1.5151,                 1.2921,               0.004654,               0.004654,               0.004654
                     56,                 1.4149,                0.82434,                0.96869,                0.70111,                0.30731,                0.33584,                0.15847,                 2.0282,                 1.5295,                 1.3284,               0.004555,               0.004555,               0.004555
                     57,                 1.4522,                0.84073,                0.96731,                0.58552,                0.33059,                0.35995,                 0.1625,                 2.0528,                 1.5232,                 1.3063,               0.004456,               0.004456,               0.004456
                     58,                 1.4618,                0.83153,                0.95639,                0.61354,                0.39374,                0.39045,                0.18144,                 1.9389,                 1.5095,                 1.2574,               0.004357,               0.004357,               0.004357
                     59,                 1.4537,                0.86213,                 0.9423,                0.67354,                0.38584,                0.39818,                0.17508,                 2.0185,                 1.5996,                 1.2968,               0.004258,               0.004258,               0.004258
                     60,                 1.4049,                0.81993,                0.94523,                0.64362,                0.37504,                0.36972,                 0.1676,                 1.9834,                 1.6658,                 1.2956,               0.004159,               0.004159,               0.004159
                     61,                  1.439,                0.81475,                0.96358,                0.65756,                0.34338,                0.37489,                0.16472,                 1.9938,                 1.8065,                 1.3042,                0.00406,                0.00406,                0.00406
                     62,                 1.4384,                0.82029,                0.94566,                0.70224,                0.37504,                0.39174,                 0.1685,                 2.0351,                 1.6942,                 1.2906,               0.003961,               0.003961,               0.003961
                     63,                 1.4172,                0.81314,                0.95336,                0.66188,                 0.3446,                0.39057,                0.17337,                  2.036,                 1.6654,                 1.2617,               0.003862,               0.003862,               0.003862
                     64,                 1.3425,                0.76323,                0.94262,                0.64852,                0.34749,                0.37556,                0.17596,                  1.991,                 1.5411,                 1.2637,               0.003763,               0.003763,               0.003763
                     65,                 1.2956,                0.72257,                0.92773,                0.71252,                0.37699,                 0.4203,                0.16434,                 2.0499,                 1.5132,                 1.2963,               0.003664,               0.003664,               0.003664
                     66,                 1.3417,                0.77608,                0.94098,                0.66488,                0.39403,                0.40984,                0.16859,                 1.9986,                 1.5115,                 1.2829,               0.003565,               0.003565,               0.003565
                     67,                 1.3315,                0.74801,                0.92849,                0.68123,                0.41796,                0.42064,                0.17743,                 2.0053,                 1.4977,                 1.2914,               0.003466,               0.003466,               0.003466
                     68,                 1.3159,                 0.7361,                0.92182,                0.64211,                0.38752,                0.40277,                0.17745,                 1.9379,                  1.554,                 1.3141,               0.003367,               0.003367,               0.003367
                     69,                 1.3002,                  0.727,                0.93082,                0.61314,                0.41233,                0.40984,                0.16721,                 1.9903,                 1.5063,                 1.3213,               0.003268,               0.003268,               0.003268
                     70,                 1.3072,                0.71892,                0.92064,                0.66162,                0.38834,                0.40806,                 0.1711,                 1.9381,                  1.601,                 1.2913,               0.003169,               0.003169,               0.003169
                     71,                 1.2408,                0.68619,                0.92067,                0.69135,                0.38493,                0.40929,                 0.1748,                 1.9434,                 1.5114,                 1.3058,                0.00307,                0.00307,                0.00307
                     72,                 1.2577,                0.68381,                0.92333,                0.64147,                0.35312,                 0.3856,                0.17314,                 1.9578,                 1.7837,                 1.3004,               0.002971,               0.002971,               0.002971
                     73,                 1.2953,                0.71139,                0.90564,                0.66034,                0.41477,                0.40479,                0.18036,                 1.9678,                 1.6302,                 1.3127,               0.002872,               0.002872,               0.002872
                     74,                 1.2557,                0.69039,                  0.899,                0.66578,                0.37626,                0.41056,                0.18136,                 1.9888,                 1.6358,                 1.2923,               0.002773,               0.002773,               0.002773
                     75,                 1.2246,                0.66111,                0.90512,                0.65671,                 0.4106,                 0.4453,                0.19987,                 1.9058,                 1.5114,                 1.3038,               0.002674,               0.002674,               0.002674
                     76,                 1.1684,                0.66603,                0.89812,                0.65537,                0.42207,                0.44289,                0.19321,                    1.9,                 1.5008,                 1.2964,               0.002575,               0.002575,               0.002575
                     77,                 1.1799,                0.65075,                0.88877,                0.71588,                  0.393,                0.42628,                0.18517,                 1.8902,                 1.5343,                  1.313,               0.002476,               0.002476,               0.002476
                     78,                 1.2344,                0.68218,                0.89547,                0.64377,                0.40184,                 0.4417,                0.19123,                 1.9296,                 1.6457,                 1.3192,               0.002377,               0.002377,               0.002377
                     79,                 1.1742,                0.66027,                 0.8805,                0.61296,                0.44776,                0.45718,                0.19248,                 1.9535,                 1.6501,                 1.3217,               0.002278,               0.002278,               0.002278
                     80,                 1.2069,                0.65289,                0.88974,                0.66464,                0.41476,                0.44929,                0.19926,                 1.9243,                 1.5109,                  1.321,               0.002179,               0.002179,               0.002179
                     81,                 1.1283,                0.63574,                0.89195,                0.64185,                0.41081,                0.42287,                0.18834,                 1.9164,                  1.528,                 1.3096,                0.00208,                0.00208,                0.00208
                     82,                 1.1824,                0.62816,                 0.8907,                 0.6718,                  0.418,                 0.4219,                0.19522,                 1.9215,                 1.4983,                 1.3167,               0.001981,               0.001981,               0.001981
                     83,                  1.106,                0.59218,                0.89194,                0.68096,                0.41633,                0.45263,                0.19583,                 1.9463,                 1.5486,                 1.3354,               0.001882,               0.001882,               0.001882
                     84,                  1.135,                0.60655,                  0.884,                0.65694,                0.44797,                0.44941,                0.20393,                 1.9449,                 1.5288,                 1.3085,               0.001783,               0.001783,               0.001783
                     85,                 1.0923,                0.59723,                0.86563,                0.64403,                0.42466,                0.42897,                0.19845,                 1.9067,                 1.4908,                 1.3011,               0.001684,               0.001684,               0.001684
                     86,                 1.1565,                0.62094,                0.88457,                0.62135,                0.42746,                0.44295,                0.19733,                 1.8868,                 1.5531,                 1.3073,               0.001585,               0.001585,               0.001585
                     87,                 1.1019,                0.58923,                0.87765,                0.66008,                0.36408,                0.42607,                0.18944,                  1.903,                 1.5649,                 1.3232,               0.001486,               0.001486,               0.001486
                     88,                 1.1033,                0.59905,                0.87574,                0.61854,                0.38926,                0.43259,                0.20098,                 1.9017,                  1.522,                 1.3304,               0.001387,               0.001387,               0.001387
                     89,                 1.0458,                0.58874,                0.87424,                0.67575,                0.39711,                0.44445,                 0.2084,                 1.9086,                 1.4789,                 1.3139,               0.001288,               0.001288,               0.001288
                     90,                 1.0677,                0.59694,                0.86239,                 0.7081,                0.43151,                0.44808,                0.21357,                 1.8738,                 1.3758,                 1.3036,               0.001189,               0.001189,               0.001189
                     91,                 1.0414,                0.56645,                0.86629,                0.71522,                0.41067,                0.44384,                0.21303,                 1.8672,                 1.4254,                 1.3025,                0.00109,                0.00109,                0.00109
                     92,                 1.0637,                0.57633,                0.86693,                0.73088,                0.41385,                0.46286,                0.21426,                 1.8309,                 1.4184,                 1.2934,               0.000991,               0.000991,               0.000991
                     93,                 1.0654,                0.56772,                 0.8753,                0.74045,                0.42418,                0.47642,                0.21671,                 1.8961,                 1.3997,                 1.3204,               0.000892,               0.000892,               0.000892
                     94,                0.99782,                0.52934,                0.87092,                0.70481,                0.42207,                0.46619,                0.21402,                 1.8692,                 1.4032,                 1.3114,               0.000793,               0.000793,               0.000793
                     95,                 1.0233,                0.55714,                0.86824,                0.65176,                0.42539,                0.46048,                0.21281,                 1.8868,                 1.4683,                  1.331,               0.000694,               0.000694,               0.000694
                     96,                 1.0054,                 0.5513,                0.85474,                0.68858,                0.42963,                0.45718,                0.20465,                 1.8696,                 1.4587,                 1.3372,               0.000595,               0.000595,               0.000595
                     97,                0.98101,                0.53411,                0.85852,                0.66551,                0.41781,                0.45047,                  0.214,                 1.8681,                 1.4921,                 1.3246,               0.000496,               0.000496,               0.000496
                     98,                 1.0116,                0.55323,                0.85292,                0.68847,                0.41965,                0.45148,                0.21558,                 1.8649,                 1.5213,                 1.3231,               0.000397,               0.000397,               0.000397
                     99,                0.90902,                0.50067,                0.86307,                0.68478,                0.41918,                0.44749,                0.21403,                 1.8632,                 1.5145,                 1.3214,               0.000298,               0.000298,               0.000298
